Lot,Wafer,diex,diey,measurement,LotWaferID (2),group (of 4),group (of 9),group (of 16),group (of 25),group (of 36),group (of 49),group (of 64),group (of 81),group (of 100),group (of 121),group (of 144),Pattern,LotWaferID
1,wafer-01,28,22,5.53E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,23,1.89E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,24,4.30E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,25,3.33E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,26,2.99E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,27,2.42E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,5,-5.67E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,6,-3.96E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,7,-3.76E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,8,-2.59E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,9,-6.54E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,10,-6.59E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,11,-3.61E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,12,-4.51E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,13,-3.03E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,14,-2.79E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,15,-6.97E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,16,1.78E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,17,1.56E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,18,2.52E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,19,2.22E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,20,-1.09E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,21,-1.73E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,22,-1.41E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,23,-2.55E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,24,-3.33E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,25,-3.44E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,26,-4.09E-09,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,29,27,1.31E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,5,-4.96E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,6,-8.04E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,7,-3.97E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,8,-2.26E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,9,-4.33E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,10,2.52E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,11,3.75E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,12,7.72E-10,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,13,-2.79E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,14,-7.08E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,15,8.47E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,16,1.42E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,17,6.81E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,18,-8.26E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,19,-1.18E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,20,-2.32E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,21,-2.93E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,22,-1.39E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,23,-2.22E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,24,-6.82E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,25,-2.50E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,26,-2.29E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,30,27,-1.03E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,6,-1.54E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,7,-4.09E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,8,-3.24E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,9,-5.44E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,10,-2.69E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,11,2.27E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,12,2.90E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,13,3.99E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,14,3.81E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,15,4.53E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,16,1.18E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,17,-1.20E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,18,-1.27E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,19,-2.34E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,20,-6.77E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,21,-2.40E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,22,2.04E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,23,3.02E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,24,3.25E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,25,1.14E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,31,26,-2.68E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,6,4.11E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,7,1.58E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,8,3.49E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,9,2.50E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,10,5.10E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,11,5.77E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,12,-1.14E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,13,-3.02E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,14,-1.27E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,15,1.12E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,16,9.08E-09,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,17,5.90E-09,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,18,1.68E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,19,8.32E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,20,-1.65E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,21,-1.23E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,22,-3.33E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,23,-5.19E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,24,-4.89E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,25,-3.65E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,32,26,-3.38E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,6,3.01E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,7,3.24E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,8,2.57E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,9,1.47E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,10,3.75E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,11,2.88E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,12,1.12E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,13,3.79E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,14,1.74E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,15,2.74E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,16,3.06E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,17,2.30E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,18,1.66E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,19,1.66E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,20,6.43E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,21,-2.55E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,22,2.08E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,23,1.57E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,24,-3.60E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,25,2.14E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,33,26,2.90E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,6,6.01E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,7,6.29E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,8,3.38E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,9,7.23E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,10,3.19E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,11,2.34E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,12,1.70E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,13,2.63E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,14,4.23E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,15,1.12E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,16,2.07E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,17,2.03E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,18,2.96E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,19,-6.13E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,20,-9.94E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,21,-1.94E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,22,-2.06E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,23,-4.02E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,24,-2.67E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,25,-2.48E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,34,26,-1.90E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,7,4.80E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,8,5.51E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,9,6.81E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,10,3.07E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,11,2.85E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,12,5.36E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,13,3.01E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,14,9.49E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,15,1.41E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,16,4.29E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,17,9.07E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,18,2.02E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,19,-9.07E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,20,-2.56E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,21,-2.66E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,22,-1.55E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,23,-2.90E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,24,-3.25E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,35,25,-2.84E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,7,3.53E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,8,1.28E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,9,4.29E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,10,2.82E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,11,4.34E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,12,1.51E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,13,3.32E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,14,4.30E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,15,2.32E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,16,1.49E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,17,1.30E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,18,1.84E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,19,-9.25E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,20,1.10E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,21,-3.27E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,22,-3.34E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,23,-1.71E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,24,-3.54E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,36,25,-5.10E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,7,-5.50E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,8,-1.45E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,9,-1.44E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,10,1.06E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,11,6.47E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,12,1.51E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,13,4.00E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,14,1.89E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,15,1.91E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,16,1.15E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,17,1.00E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,18,2.15E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,19,3.63E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,20,3.17E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,21,2.53E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,22,-9.18E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,23,-3.99E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,24,-4.58E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,37,25,-5.28E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,8,3.41E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,9,-2.37E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,10,-3.64E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,11,1.82E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,12,4.44E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,13,3.58E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,14,4.00E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,15,3.38E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,16,1.97E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,17,1.82E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,18,3.19E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,19,3.56E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,20,4.25E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,21,2.86E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,22,2.22E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,23,2.06E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,38,24,1.47E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,39,8,-1.01E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,39,9,1.10E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,39,10,2.88E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,39,11,2.26E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,39,12,5.61E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,39,13,5.27E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,39,14,4.80E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,39,15,3.69E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,39,16,4.50E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,39,17,6.17E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,39,18,4.52E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,39,19,2.79E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
